experiment_id,condition,seed,replicate,metric,draw_sha256,subject_count,H_historical,L_literal,E_exact,A_artifact,H_minus_L,L_minus_E,H_minus_A,status
D1_SLEEPEDF_TO_ISRUC,C3,17,5,AURC,476b17f0ce11c6497e1c4d9fc3df372570687e57904109abf688a50c3e482153,99,0.1780633313501569,0.1780615955455426,0.17806159554553336,0.18489761007821345,1.7358046142945671e-06,9.242606680004428e-15,-0.006834278728056559,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,6,ERROR_AUROC,0e0774a0196e566838a01c2d572a89afcdd6448c7b3506e7185647fa8fedf65b,99,0.745459426961797,0.745459426961797,0.745459426961797,0.7335650598947067,0.0,0.0,0.01189436706709035,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,6,ERROR_AUPRC,0e0774a0196e566838a01c2d572a89afcdd6448c7b3506e7185647fa8fedf65b,99,0.5420523969278921,0.5420215198216933,0.5420215198216889,0.5382065775462305,3.087710619875672e-05,4.440892098500626e-15,0.0038458193816616193,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,6,AURC,0e0774a0196e566838a01c2d572a89afcdd6448c7b3506e7185647fa8fedf65b,99,0.1649939307058428,0.16499242876476877,0.16499242876479756,0.17748621627669747,1.5019410740391148e-06,-2.8782531913407183e-14,-0.012492285570854661,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,7,ERROR_AUROC,727aa79e953515bec0ed3316f307380d7218e7217cd975c9e6e6017c042e2845,99,0.735611150992847,0.735611150992847,0.735611150992847,0.7322049237908944,0.0,0.0,0.003406227201952605,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,7,ERROR_AUPRC,727aa79e953515bec0ed3316f307380d7218e7217cd975c9e6e6017c042e2845,99,0.5306196802334837,0.5305960981148687,0.5305960981148691,0.5326897004420744,2.358211861497317e-05,-3.3306690738754696e-16,-0.002070020208590706,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,7,AURC,727aa79e953515bec0ed3316f307380d7218e7217cd975c9e6e6017c042e2845,99,0.17057339732121987,0.17057184844481887,0.1705718484447477,0.17597005194749682,1.5488764009974343e-06,7.116529587847253e-14,-0.005396654626276948,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,8,ERROR_AUROC,a1c9193b0f9ca2412f439185f23a4d8dcbf1e5501c5c0501386ebec66c7afc38,99,0.7362175381436054,0.7362175381436054,0.7362175381436054,0.7285260458203336,0.0,0.0,0.007691492323271709,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,8,ERROR_AUPRC,a1c9193b0f9ca2412f439185f23a4d8dcbf1e5501c5c0501386ebec66c7afc38,99,0.546411701196399,0.5464228869239526,0.5464228869239489,0.5435481863159319,-1.118572755354208e-05,3.6637359812630166e-15,0.0028635148804670996,FAIL
D1_SLEEPEDF_TO_ISRUC,C3,17,8,AURC,a1c9193b0f9ca2412f439185f23a4d8dcbf1e5501c5c0501386ebec66c7afc38,99,0.17920960666509225,0.1792077139863998,0.17920771398646995,0.1880056092682614,1.8926786924389205e-06,-7.013833958069426e-14,-0.00879600260316915,FAIL
