experiment_id,condition,metric,probability_variant,point_estimate,seed_sd,ci95_low,ci95_high,subject_count,epoch_count,bootstrap_unit,bootstrap_replicates
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUROC,UNCALIBRATED,0.7102167499790765,0.027705183351119683,0.689885378939282,0.7250455240851139,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUPRC,UNCALIBRATED,0.6648098551093492,0.045151287800057935,0.6481640579390039,0.683539424611428,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,AURC,UNCALIBRATED,0.3236179747490642,0.07556370431225529,0.302365011850399,0.3789826422928938,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.1,UNCALIBRATED,0.8900860562799878,0.027776955206123683,0.8734608512898889,0.9066158283768978,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.1,UNCALIBRATED,0.009913943720012272,0.027776955206123687,-0.0073282657078487115,0.026844307872318316,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,coverage_0.05,UNCALIBRATED,0.9140095896562167,0.02311695495258622,0.8998748203999403,0.9279506611605359,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C4,gap_0.05,UNCALIBRATED,0.03599041034378329,0.02311695495258622,0.02104002827590912,0.05039979375727006,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,macro-F1,UNCALIBRATED,0.3604298679242472,0.00476145171392139,0.33119247691788717,0.3663343018286256,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,NLL,UNCALIBRATED,1.2605518443735386,0.17076881901396712,1.2038847667535806,1.3323182637477142,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,Brier,UNCALIBRATED,0.6963683419993864,0.06546367107797649,0.6752586458700031,0.7218635305647324,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUROC,UNCALIBRATED,0.5914149000145245,0.038597241010587015,0.5684381809648573,0.5974181392057879,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,ERROR_AUPRC,UNCALIBRATED,0.6044357667385408,0.020910483856230715,0.5836052339798329,0.6169083656882578,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,AURC,UNCALIBRATED,0.4574303629363763,0.04852596863476231,0.44203570007096205,0.4920141740087869,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.1,UNCALIBRATED,0.9275289324378275,0.048680166090052976,0.9191182726485864,0.9351328790935266,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.1,UNCALIBRATED,-0.027528932437827464,0.048680166090052976,-0.035119718287604726,-0.019075028828772177,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,coverage_0.05,UNCALIBRATED,0.9609521537365359,0.020896366966043557,0.9557227612468465,0.9654212314051631,78,414961,SUBJECT,2000
D2_ISRUC_TO_SLEEPEDF,C5,gap_0.05,UNCALIBRATED,-0.010952153736535908,0.020896366966043557,-0.015367096014920291,-0.005659763808167535,78,414961,SUBJECT,2000
