experiment,condition,metric,v1_1_point,v1_2_point,point_delta,v1_1_ci_low,v1_1_ci_high,v1_2_ci_low,v1_2_ci_high,ci_low_delta,ci_high_delta,repair_scope,expected_change,status
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,0.7456796126999384,0.7456796126999384,0.0,0.7307206953358166,0.7609047809507489,0.7307206953358166,0.7609047809507489,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,0.5411920608993878,0.5411920608993878,0.0,0.5264617306543556,0.5549132076772113,0.5264489398694876,0.5549052395609091,-1.2790784868044192e-05,-7.968116302214945e-06,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D2_ISRUC_TO_SLEEPEDF,C3,AURC,0.16342615421244097,0.16342615421244097,0.0,0.1408691591407873,0.1876617591494195,0.14086888413100668,0.18766106337365268,-2.7500978061478776e-07,-6.957757668069053e-07,AUPRC/AURC,ALLOWED_AFFECTED,PASS
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.1,0.8911552330620628,0.8911552330620628,0.0,0.8779355318087015,0.9038561353155865,0.8779355318087015,0.9038561353155865,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.1,0.008844766937937195,0.008844766937937195,0.0,-0.0038561353155865145,0.02206446819129846,-0.0038561353155865145,0.02206446819129846,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.05,0.9259994714362715,0.9259994714362715,0.0,0.915962263515013,0.9359572526302125,0.915962263515013,0.9359572526302125,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.05,0.024000528563728436,0.024000528563728436,0.0,0.014042747369787537,0.03403773648498703,0.014042747369787537,0.03403773648498703,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C4,macro-F1,0.38231459305527987,0.38231459305527987,0.0,0.3606652324999444,0.40428625597089246,0.3606652324999444,0.40428625597089246,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C4,NLL,1.6074360815552524,1.6074360815552524,0.0,1.4675310809082134,1.7590157818909369,1.4675310809082134,1.7590157818909369,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
D2_ISRUC_TO_SLEEPEDF,C4,Brier,0.6711307199481681,0.6711307199481681,0.0,0.6263772485871327,0.7175300479288027,0.6263772485871327,0.7175300479288027,0.0,0.0,UNAFFE​CTED,MUST_BE_IDENTICAL,PASS
