experiment_id,condition,metric,point,bootstrap_mean,bootstrap_median,bootstrap_sd,bias,ci_low,ci_high,point_inside_CI,finite_replicates,undefined_replicates
D2_ISRUC_TO_SLEEPEDF,C3,NLL,1.1089578677682947,1.1084585667840305,1.108211805455566,0.06117560799273435,-0.000499300984264206,0.9942936925171942,1.2272122119351458,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,Brier,0.46893708035001463,0.4687832062157159,0.46882831466107106,0.020394768718140863,-0.00015387413429873709,0.4300263721287761,0.5084202172686085,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUROC,0.7456796126999384,0.7458940578111194,0.7460850874968469,0.007727283537058767,0.00021444511118096088,0.7307206953358166,0.7609047809507489,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,ERROR_AUPRC,0.5411920608993878,0.541227349801627,0.5413123264298504,0.0074540805263157255,3.5288902239249964e-05,0.5264617306543556,0.5549132076772113,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,AURC,0.16342615421244097,0.16347628580237777,0.16325630001894154,0.012303185207189314,5.013158993680267e-05,0.1408691591407873,0.1876617591494195,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.1,0.8911552330620628,0.8911921522591569,0.8913397702957293,0.006710036145233062,3.691919709414293e-05,0.8779355318087015,0.9038561353155865,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.1,0.008844766937937195,0.008807847740843087,0.008660229704270734,0.00671003614523306,-3.6919197094108236e-05,-0.0038561353155865145,0.02206446819129846,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,coverage_0.05,0.9259994714362715,0.9260472768485866,0.9261226703886762,0.005121714506984712,4.780541231508284e-05,0.915962263515013,0.9359572526302125,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C3,gap_0.05,0.024000528563728436,0.023952723151413398,0.02387732961132366,0.005121714506984712,-4.780541231503774e-05,0.014042747369787537,0.03403773648498703,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,macro-F1,0.38231459305527987,0.38224132135184563,0.3824200841655259,0.011446619836575415,-7.327170343424116e-05,0.3606652324999444,0.40428625597089246,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,NLL,1.6074360815552524,1.6065532041388606,1.6062751053840443,0.07529509487305418,-0.000882877416391814,1.4675310809082134,1.7590157818909369,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,Brier,0.6711307199481681,0.670856184689375,0.6714397004175567,0.023443491796350063,-0.00027453525879306273,0.6263772485871327,0.7175300479288027,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUROC,0.7102167499790765,0.7102892928260157,0.710326185631518,0.009007460625870906,7.254284693924973e-05,0.6925693211026073,0.72729490510862,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,ERROR_AUPRC,0.6648098551093492,0.6647777976872019,0.6649915325475673,0.008709800932379833,-3.205742214729135e-05,0.6477474150203796,0.6814239701016231,True,2000,0
D2_ISRUC_TO_SLEEPEDF,C4,AURC,0.3236179747490642,0.3236055972319847,0.3230198977905686,0.019192032876946923,-1.237751707949819e-05,0.28738551270572377,0.3627447918966567,True,2000,0
