experiment_id,condition,true_class,predicted_class,b0_row_normalized,b1_row_normalized,b1_minus_b0
D2_ISRUC_TO_SLEEPEDF,C2,0,4,0.24997709993587983,0.03141888797288633,-0.2185582119629935
D2_ISRUC_TO_SLEEPEDF,C2,1,0,0.024351297405189622,0.1590818363273453,0.13473053892215567
D2_ISRUC_TO_SLEEPEDF,C2,1,1,0.30419161676646705,0.3407185628742515,0.03652694610778445
D2_ISRUC_TO_SLEEPEDF,C2,1,2,0.5323353293413174,0.4518962075848303,-0.08043912175648715
D2_ISRUC_TO_SLEEPEDF,C2,1,3,0.037325349301397207,0.01596806387225549,-0.021357285429141715
D2_ISRUC_TO_SLEEPEDF,C2,1,4,0.10179640718562875,0.032335329341317366,-0.06946107784431138
D2_ISRUC_TO_SLEEPEDF,C2,2,0,0.06936166537099421,0.031355273386887796,-0.038006391984106415
D2_ISRUC_TO_SLEEPEDF,C2,2,1,0.09795283752267427,0.07912239785782155,-0.01883043966485272
D2_ISRUC_TO_SLEEPEDF,C2,2,2,0.6454176384210072,0.8011574673922434,0.15573982897123617
D2_ISRUC_TO_SLEEPEDF,C2,2,3,0.13414528807117562,0.06789323658979012,-0.06625205148138551
D2_ISRUC_TO_SLEEPEDF,C2,2,4,0.05312257061414874,0.020471624773257324,-0.03265094584089141
D2_ISRUC_TO_SLEEPEDF,C2,3,0,0.06824632852030112,0.012217697149204001,-0.056028631371097114
D2_ISRUC_TO_SLEEPEDF,C2,3,1,0.004319387881031716,0.0004936443292607676,-0.0038257435517709487
D2_ISRUC_TO_SLEEPEDF,C2,3,2,0.16117487350364063,0.23238306799950637,0.07120819449586574
D2_ISRUC_TO_SLEEPEDF,C2,3,3,0.7618166111316796,0.7539183018635073,-0.007898309268172365
D2_ISRUC_TO_SLEEPEDF,C2,3,4,0.004442798963346909,0.0009872886585215353,-0.0034555103048253735
D2_ISRUC_TO_SLEEPEDF,C2,4,0,0.06716995741385985,0.1445993031358885,0.07742934572202866
D2_ISRUC_TO_SLEEPEDF,C2,4,1,0.13821138211382114,0.08459156020131631,-0.053619821912504834
D2_ISRUC_TO_SLEEPEDF,C2,4,2,0.24022454510259386,0.2855207123499806,0.04529616724738675
D2_ISRUC_TO_SLEEPEDF,C2,4,3,0.010840108401084009,0.006387921022067364,-0.004452187379016645
D2_ISRUC_TO_SLEEPEDF,C2,4,4,0.5435540069686411,0.4789005032907472,-0.06465350367789391
D2_ISRUC_TO_SLEEPEDF,C3,0,0,0.7589872229209657,0.7810332605783729,0.022046037657407203
D2_ISRUC_TO_SLEEPEDF,C3,0,1,0.022899711432572037,0.013616739012891524,-0.009282972419680513
D2_ISRUC_TO_SLEEPEDF,C3,0,2,0.07795641475699493,0.049121860471634325,-0.0288345542853606
D2_ISRUC_TO_SLEEPEDF,C3,0,3,0.06742855007421472,0.08654103298030243,0.019112482906087705
D2_ISRUC_TO_SLEEPEDF,C3,0,4,0.07272810081525262,0.06968710695679897,-0.0030409938584536472
D2_ISRUC_TO_SLEEPEDF,C3,1,0,0.17297029396276678,0.19868042003531272,0.02571012607254594
D2_ISRUC_TO_SLEEPEDF,C3,1,1,0.2615153486355048,0.21844314345011306,-0.04307220518539173
D2_ISRUC_TO_SLEEPEDF,C3,1,2,0.38287953412012515,0.3724560914413159,-0.010423442678809236
D2_ISRUC_TO_SLEEPEDF,C3,1,3,0.10183378248613821,0.10291794442895641,0.0010841619428181987
D2_ISRUC_TO_SLEEPEDF,C3,1,4,0.08080104079546511,0.10750240064430196,0.026701359848836842
D2_ISRUC_TO_SLEEPEDF,C3,2,0,0.010183417230804837,0.01708808270169145,0.006904665470886612
D2_ISRUC_TO_SLEEPEDF,C3,2,1,0.0387374877046809,0.030757584524291694,-0.007979903180389204
D2_ISRUC_TO_SLEEPEDF,C3,2,2,0.5020347547686551,0.5225028447993211,0.020468090030665964
D2_ISRUC_TO_SLEEPEDF,C3,2,3,0.4146801288356574,0.38434685336264923,-0.03033327547300818
D2_ISRUC_TO_SLEEPEDF,C3,2,4,0.034364211460201737,0.045304634612046514,0.010940423151844778
D2_ISRUC_TO_SLEEPEDF,C3,3,0,0.0017895032850167448,0.0032466702456732366,0.0014571669606564918
D2_ISRUC_TO_SLEEPEDF,C3,3,1,0.0013293452974410102,0.00033233632436025255,-0.0009970089730807576
D2_ISRUC_TO_SLEEPEDF,C3,3,2,0.026050054963315184,0.02725157859754071,0.0012015236342255257
D2_ISRUC_TO_SLEEPEDF,C3,3,3,0.9641076769690927,0.9621392233555744,-0.001968453613518273
D2_ISRUC_TO_SLEEPEDF,C3,3,4,0.00672341948513434,0.0070301914768514965,0.00030677199171715627
